league,season,team,player,goals_p90,assists_p90,selection,goal_assist_p90,team_success
ENG-Premier League,2526,Arsenal,Ben White,0.0,0.13,ENG,0.13,6
ENG-Premier League,2526,Arsenal,Bukayo Saka,0.28,0.2,ENG,0.49,16
ENG-Premier League,2526,Arsenal,Cristhian Mosquera,0.0,0.0,ESP,0.0,8
ENG-Premier League,2526,Arsenal,David Raya,0.0,0.0,ESP,0.0,26
ENG-Premier League,2526,Arsenal,Declan Rice,0.12,0.15,ENG,0.26,25
ENG-Premier League,2526,Arsenal,Eberechi Eze,0.35,0.1,ENG,0.45,14
ENG-Premier League,2526,Arsenal,Gabriel Magalhães,0.1,0.13,BRA,0.23,20
ENG-Premier League,2526,Arsenal,Gabriel Martinelli,0.08,0.33,BRA,0.42,8
ENG-Premier League,2526,Arsenal,Jurriën Timber,0.11,0.18,NED,0.29,20
ENG-Premier League,2526,Arsenal,Kai Havertz,0.31,0.46,GER,0.77,4
ENG-Premier League,2526,Arsenal,Leandro Trossard,0.27,0.27,BEL,0.54,15
ENG-Premier League,2526,Arsenal,Martin Ødegaard,0.07,0.39,NOR,0.46,13
ENG-Premier League,2526,Arsenal,Martín Zubimendi,0.15,0.03,ESP,0.18,25
ENG-Premier League,2526,Arsenal,Mikel Merino,0.35,0.26,ESP,0.61,10
ENG-Premier League,2526,Arsenal,Myles Lewis-Skelly,0.0,0.0,ENG,0.0,8
ENG-Premier League,2526,Arsenal,Noni Madueke,0.22,0.07,ENG,0.3,9
ENG-Premier League,2526,Arsenal,Piero Hincapié,0.05,0.1,ECU,0.15,19
ENG-Premier League,2526,Arsenal,Riccardo Calafiori,0.05,0.11,ITA,0.16,8
ENG-Premier League,2526,Arsenal,Viktor Gyökeres,0.57,0.04,SWE,0.61,14
ENG-Premier League,2526,Arsenal,William Saliba,0.03,0.0,FRA,0.03,20
ENG-Premier League,2526,Aston Villa,Amadou Onana,0.1,0.0,BEL,0.1,26
ENG-Premier League,2526,Aston Villa,Boubacar Kamara,0.06,0.19,FRA,0.26,15
ENG-Premier League,2526,Aston Villa,Donyell Malen,0.55,0.14,NED,0.69,10
ENG-Premier League,2526,Aston Villa,Douglas Luiz,0.15,0.0,BRA,0.15,8
ENG-Premier League,2526,Aston Villa,Emi Buendía,0.31,0.1,ARG,0.41,24
ENG-Premier League,2526,Aston Villa,Emiliano Martínez,0.0,0.03,ARG,0.03,39
ENG-Premier League,2526,Aston Villa,Evann Guessand,0.0,0.15,CIV,0.15,10
ENG-Premier League,2526,Aston Villa,Ezri Konsa,0.0,0.0,ENG,0.0,44
ENG-Premier League,2526,Aston Villa,Ian Maatsen,0.0,0.06,NED,0.06,27
ENG-Premier League,2526,Aston Villa,Jadon Sancho,0.0,0.21,ENG,0.21,10
ENG-Premier League,2526,Aston Villa,John McGinn,0.21,0.17,SCO,0.38,28
ENG-Premier League,2526,Aston Villa,Lamare Bogarde,0.0,0.0,NED,0.0,17
ENG-Premier League,2526,Aston Villa,Leon Bailey,0.0,0.2,JAM,0.2,9
ENG-Premier League,2526,Aston Villa,Lucas Digne,0.0,0.29,FRA,0.29,23
ENG-Premier League,2526,Aston Villa,Marco Bizot,0.0,0.0,NED,0.0,10
ENG-Premier League,2526,Aston Villa,Matty Cash,0.09,0.09,POL,0.18,38
ENG-Premier League,2526,Aston Villa,Morgan Rogers,0.27,0.16,ENG,0.44,48
ENG-Premier League,2526,Aston Villa,Ollie Watkins,0.51,0.1,ENG,0.6,38
ENG-Premier League,2526,Aston Villa,Pau Torres,0.0,0.0,ESP,0.0,19
ENG-Premier League,2526,Aston Villa,Ross Barkley,0.32,0.11,ENG,0.42,15
ENG-Premier League,2526,Aston Villa,Tyrone Mings,0.0,0.0,ENG,0.0,23
ENG-Premier League,2526,Aston Villa,Victor Lindelöf,0.0,0.09,SWE,0.09,15
ENG-Premier League,2526,Aston Villa,Youri Tielemans,0.0,0.19,BEL,0.19,27
ENG-Premier League,2526,Bournemouth,Adam Smith,0.0,0.17,ENG,0.17,16
ENG-Premier League,2526,Bournemouth,Adrien Truffert,0.03,0.13,FRA,0.16,51
ENG-Premier League,2526,Bournemouth,Alex Scott,0.09,0.03,ENG,0.13,42
ENG-Premier League,2526,Bournemouth,Amine Adli,0.25,0.08,MAR,0.33,17
ENG-Premier League,2526,Bournemouth,Antoine Semenyo,0.5,0.15,GHA,0.65,38
ENG-Premier League,2526,Bournemouth,Bafodé Diakité,0.0,0.0,FRA,0.0,27
ENG-Premier League,2526,Bournemouth,David Brooks,0.07,0.22,WAL,0.3,20
ENG-Premier League,2526,Bournemouth,Eli Junior Kroupi,0.7,0.0,FRA,0.7,21
ENG-Premier League,2526,Bournemouth,Evanilson,0.2,0.03,BRA,0.23,40
ENG-Premier League,2526,Bournemouth,James Hill,0.0,0.13,ENG,0.13,24
ENG-Premier League,2526,Bournemouth,Justin Kluivert,0.19,0.0,NED,0.19,19
ENG-Premier League,2526,Bournemouth,Lewis Cook,0.0,0.1,ENG,0.1,18
ENG-Premier League,2526,Bournemouth,Marcos Senesi,0.0,0.14,ARG,0.14,53
ENG-Premier League,2526,Bournemouth,Marcus Tavernier,0.23,0.13,ENG,0.36,44
ENG-Premier League,2526,Bournemouth,Rayan,0.41,0.16,BRA,0.57,10
ENG-Premier League,2526,Bournemouth,Ryan Christie,0.18,0.0,SCO,0.18,14
ENG-Premier League,2526,Bournemouth,Tyler Adams,0.1,0.1,USA,0.2,28
ENG-Premier League,2526,Bournemouth,Álex Jiménez,0.04,0.0,ESP,0.04,38
ENG-Premier League,2526,Bournemouth,Đorđe Petrović,0.0,0.0,SRB,0.0,54
ENG-Premier League,2526,Brentford,Aaron Hickey,0.0,0.0,SCO,0.0,9
ENG-Premier League,2526,Brentford,Caoimhín Kelleher,0.0,0.0,IRL,0.0,49
ENG-Premier League,2526,Brentford,Dango Ouattara,0.28,0.12,BFA,0.4,35
ENG-Premier League,2526,Brentford,Igor Thiago,0.6,0.03,BRA,0.63,49
ENG-Premier League,2526,Brentford,Jordan Henderson,0.05,0.14,ENG,0.19,28
ENG-Premier League,2526,Brentford,Keane Lewis-Potter,0.14,0.14,ENG,0.27,32
ENG-Premier League,2526,Brentford,Kevin Schade,0.26,0.1,GER,0.36,34
ENG-Premier League,2526,Brentford,Kristoffer Ajer,0.0,0.05,NOR,0.05,32
ENG-Premier League,2526,Brentford,Mathias Jensen,0.12,0.04,DEN,0.16,33
ENG-Premier League,2526,Brentford,Michael Kayode,0.03,0.03,ITA,0.06,49
ENG-Premier League,2526,Brentford,Mikkel Damsgaard,0.18,0.18,DEN,0.35,32
ENG-Premier League,2526,Brentford,Nathan Collins,0.03,0.06,IRL,0.09,44
ENG-Premier League,2526,Brentford,Rico Henry,0.0,0.07,JAM,0.07,22
ENG-Premier League,2526,Brentford,Sepp van den Berg,0.0,0.07,NED,0.07,41
ENG-Premier League,2526,Brentford,Vitaly Janelt,0.06,0.25,GER,0.31,21
ENG-Premier League,2526,Brentford,Yehor Yarmoliuk,0.03,0.07,UKR,0.1,42
ENG-Premier League,2526,Brighton,Bart Verbruggen,0.0,0.0,NED,0.0,46
ENG-Premier League,2526,Brighton,Brajan Gruda,0.13,0.13,GER,0.25,11
ENG-Premier League,2526,Brighton,Carlos Baleba,0.0,0.0,CMR,0.0,20
ENG-Premier League,2526,Brighton,Danny Welbeck,0.52,0.04,ENG,0.56,28
ENG-Premier League,2526,Brighton,Diego Gómez,0.21,0.04,PAR,0.25,29
ENG-Premier League,2526,Brighton,Ferdi Kadioglu,0.03,0.0,TUR,0.03,41
ENG-Premier League,2526,Brighton,Georginio Rutter,0.15,0.15,FRA,0.3,20
ENG-Premier League,2526,Brighton,Jack Hinshelwood,0.21,0.16,ENG,0.36,23
ENG-Premier League,2526,Brighton,James Milner,0.11,0.11,ENG,0.23,17
ENG-Premier League,2526,Brighton,Jan Paul van Hecke,0.08,0.08,NED,0.17,44
ENG-Premier League,2526,Brighton,Joël Veltman,0.09,0.0,NED,0.09,12
ENG-Premier League,2526,Brighton,Kaoru Mitoma,0.16,0.05,JPN,0.21,20
ENG-Premier League,2526,Brighton,Lewis Dunk,0.03,0.0,ENG,0.03,40
ENG-Premier League,2526,Brighton,Mats Wieffer,0.09,0.14,NED,0.24,26
ENG-Premier League,2526,Brighton,Maxim De Cuyper,0.13,0.19,BEL,0.32,23
ENG-Premier League,2526,Brighton,Olivier Boscagli,0.0,0.11,FRA,0.11,10
ENG-Premier League,2526,Brighton,Pascal Groß,0.06,0.17,GER,0.22,17
ENG-Premier League,2526,Brighton,Yankuba Minteh,0.11,0.15,GAM,0.26,33
ENG-Premier League,2526,Brighton,Yasin Ayari,0.14,0.14,SWE,0.28,24
ENG-Premier League,2526,Burnley,Armando Broja,0.1,0.1,ALB,0.21,27
ENG-Premier League,2526,Burnley,Axel Tuanzebe,0.07,0.0,COD,0.07,26
ENG-Premier League,2526,Burnley,Bashir Humphreys,0.0,0.0,ENG,0.0,33
ENG-Premier League,2526,Burnley,Florentino Luís,0.0,0.09,POR,0.09,45
ENG-Premier League,2526,Burnley,Hannibal Mejbri,0.07,0.29,TUN,0.37,27
ENG-Premier League,2526,Burnley,Hjalmar Ekdal,0.0,0.0,SWE,0.0,34
ENG-Premier League,2526,Burnley,Jacob Bruun Larsen,0.0,0.09,DEN,0.09,29
ENG-Premier League,2526,Burnley,Jaidon Anthony,0.26,0.07,ENG,0.33,59
ENG-Premier League,2526,Burnley,James Ward-Prowse,0.0,0.13,ENG,0.13,16
ENG-Premier League,2526,Burnley,Joe Worrall,0.0,0.0,ENG,0.0,11
ENG-Premier League,2526,Burnley,Josh Cullen,0.12,0.12,IRL,0.24,29
ENG-Premier League,2526,Burnley,Josh Laurent,0.05,0.0,ENG,0.05,40
ENG-Premier League,2526,Burnley,Kyle Walker,0.0,0.06,ENG,0.06,66
ENG-Premier League,2526,Burnley,Lesley Ugochukwu,0.12,0.04,FRA,0.15,50
ENG-Premier League,2526,Burnley,Loum Tchaouna,0.14,0.07,FRA,0.21,24
ENG-Premier League,2526,Burnley,Lucas,0.0,0.0,BRA,0.0,29
ENG-Premier League,2526,Burnley,Lyle Foster,0.2,0.13,RSA,0.33,30
ENG-Premier League,2526,Burnley,Marcus Edwards,0.08,0.25,ENG,0.34,18
ENG-Premier League,2526,Burnley,Martin Dúbravka,0.0,0.0,SVK,0.0,71
ENG-Premier League,2526,Burnley,Maxime Estève,0.0,0.0,FRA,0.0,70
ENG-Premier League,2526,Burnley,Quilindschy Hartman,0.0,0.25,NED,0.25,40
ENG-Premier League,2526,Burnley,Zian Flemming,0.56,0.0,NED,0.56,35
ENG-Premier League,2526,Chelsea,Alejandro Garnacho,0.07,0.28,ARG,0.35,20
ENG-Premier League,2526,Chelsea,Andrey Santos,0.07,0.0,BRA,0.07,18
ENG-Premier League,2526,Chelsea,Benoît Badiashile,0.0,0.0,FRA,0.0,10
ENG-Premier League,2526,Chelsea,Cole Palmer,0.46,0.05,ENG,0.51,33
ENG-Premier League,2526,Chelsea,Enzo Fernández,0.29,0.12,ARG,0.4,46
ENG-Premier League,2526,Chelsea,Estêvão Willian,0.21,0.21,BRA,0.42,11
ENG-Premier League,2526,Chelsea,Jamie Gittens,0.0,0.36,ENG,0.36,7
ENG-Premier League,2526,Chelsea,Jorrel Hato,0.0,0.0,NED,0.0,27
ENG-Premier League,2526,Chelsea,Joshua Acheampong,0.14,0.0,ENG,0.14,13
ENG-Premier League,2526,Chelsea,João Pedro,0.51,0.17,BRA,0.68,36
ENG-Premier League,2526,Chelsea,Liam Delap,0.08,0.0,ENG,0.08,18
ENG-Premier League,2526,Chelsea,Malo Gusto,0.08,0.12,FRA,0.2,35
ENG-Premier League,2526,Chelsea,Marc Cucurella,0.03,0.13,ESP,0.17,37
ENG-Premier League,2526,Chelsea,Moisés Caicedo,0.1,0.03,ECU,0.13,46
ENG-Premier League,2526,Chelsea,Pedro Neto,0.17,0.21,POR,0.38,33
ENG-Premier League,2526,Chelsea,Reece James,0.09,0.18,ENG,0.28,20
ENG-Premier League,2526,Chelsea,Robert Sánchez,0.0,0.03,ESP,0.03,47
ENG-Premier League,2526,Chelsea,Tosin Adarabioyo,0.0,0.0,ENG,0.0,14
ENG-Premier League,2526,Chelsea,Trevoh Chalobah,0.1,0.0,ENG,0.1,37
ENG-Premier League,2526,Chelsea,Wesley Fofana,0.0,0.05,FRA,0.05,24
ENG-Premier League,2526,Crystal Palace,Adam Wharton,0.04,0.18,ENG,0.21,43
ENG-Premier League,2526,Crystal Palace,Brennan Johnson,0.0,0.08,WAL,0.08,19
ENG-Premier League,2526,Crystal Palace,Chadi Riad,0.0,0.16,MAR,0.16,8
ENG-Premier League,2526,Crystal Palace,Chris Richards,0.03,0.0,USA,0.03,42
ENG-Premier League,2526,Crystal Palace,Daichi Kamada,0.0,0.0,JPN,0.0,28
ENG-Premier League,2526,Crystal Palace,Daniel Muñoz,0.15,0.11,COL,0.26,33
ENG-Premier League,2526,Crystal Palace,Dean Henderson,0.0,0.0,ENG,0.0,51
ENG-Premier League,2526,Crystal Palace,Ismaila Sarr,0.37,0.04,SEN,0.41,29
ENG-Premier League,2526,Crystal Palace,Jaydee Canvot,0.0,0.0,FRA,0.0,23
ENG-Premier League,2526,Crystal Palace,Jean-Philippe Mateta,0.49,0.0,FRA,0.49,29
ENG-Premier League,2526,Crystal Palace,Jefferson Lerma,0.0,0.1,COL,0.1,25
ENG-Premier League,2526,Crystal Palace,Justin Devenny,0.11,0.0,NIR,0.11,15
ENG-Premier League,2526,Crystal Palace,Jørgen Strand Larsen,0.3,0.0,NOR,0.3,15
ENG-Premier League,2526,Crystal Palace,Marc Guéhi,0.1,0.1,ENG,0.2,23
ENG-Premier League,2526,Crystal Palace,Maxence Lacroix,0.03,0.06,FRA,0.09,45
ENG-Premier League,2526,Crystal Palace,Nathaniel Clyne,0.0,0.15,ENG,0.15,12
ENG-Premier League,2526,Crystal Palace,Tyrick Mitchell,0.03,0.06,ENG,0.08,47
ENG-Premier League,2526,Crystal Palace,Will Hughes,0.0,0.0,ENG,0.0,18
ENG-Premier League,2526,Crystal Palace,Yeremi Pino,0.09,0.09,ESP,0.17,28
ENG-Premier League,2526,Everton,Beto,0.52,0.06,GNB,0.57,19
ENG-Premier League,2526,Everton,Carlos Alcaraz,0.0,0.13,ARG,0.13,10
ENG-Premier League,2526,Everton,Dwight McNeil,0.0,0.08,ENG,0.08,9
ENG-Premier League,2526,Everton,Harrison Armstrong,0.0,0.0,ENG,0.0,11
ENG-Premier League,2526,Everton,Idrissa Gana Gueye,0.09,0.13,SEN,0.22,26
ENG-Premier League,2526,Everton,Iliman Ndiaye,0.19,0.1,SEN,0.29,44
ENG-Premier League,2526,Everton,Jack Grealish,0.11,0.33,ENG,0.44,23
ENG-Premier League,2526,Everton,Jake O'Brien,0.03,0.03,IRL,0.06,46
ENG-Premier League,2526,Everton,James Garner,0.05,0.18,ENG,0.24,50
ENG-Premier League,2526,Everton,James Tarkowski,0.05,0.08,ENG,0.14,48
ENG-Premier League,2526,Everton,Jarrad Branthwaite,0.13,0.0,ENG,0.13,9
ENG-Premier League,2526,Everton,Jordan Pickford,0.0,0.0,ENG,0.0,50
ENG-Premier League,2526,Everton,Kiernan Dewsbury-Hall,0.27,0.14,ENG,0.41,39
ENG-Premier League,2526,Everton,Merlin Röhl,0.13,0.0,GER,0.13,13
ENG-Premier League,2526,Everton,Michael Keane,0.1,0.03,ENG,0.14,42
ENG-Premier League,2526,Everton,Thierno Barry,0.38,0.0,FRA,0.38,34
ENG-Premier League,2526,Everton,Tim Iroegbunam,0.0,0.12,ENG,0.12,18
ENG-Premier League,2526,Everton,Vitaliy Mykolenko,0.0,0.03,UKR,0.03,47
ENG-Premier League,2526,Fulham,Alex Iwobi,0.15,0.11,NGA,0.26,40
ENG-Premier League,2526,Fulham,Antonee Robinson,0.06,0.0,USA,0.06,19
ENG-Premier League,2526,Fulham,Bernd Leno,0.0,0.0,GER,0.0,51
ENG-Premier League,2526,Fulham,Calvin Bassey,0.04,0.0,NGA,0.04,40
ENG-Premier League,2526,Fulham,Emile Smith Rowe,0.14,0.0,ENG,0.14,28
ENG-Premier League,2526,Fulham,Harry Wilson,0.34,0.24,WAL,0.57,38
ENG-Premier League,2526,Fulham,Issa Diop,0.11,0.0,MAR,0.11,13
ENG-Premier League,2526,Fulham,Joachim Andersen,0.0,0.03,DEN,0.03,44
ENG-Premier League,2526,Fulham,Jorge Cuenca,0.0,0.0,ESP,0.0,11
ENG-Premier League,2526,Fulham,Joshua King,0.07,0.14,ENG,0.21,18
ENG-Premier League,2526,Fulham,Kenny Tete,0.05,0.0,NED,0.05,24
ENG-Premier League,2526,Fulham,Kevin,0.09,0.09,BRA,0.17,14
ENG-Premier League,2526,Fulham,Oscar Bobb,0.0,0.0,NOR,0.0,7
ENG-Premier League,2526,Fulham,Raúl Jiménez,0.37,0.12,MEX,0.49,29
ENG-Premier League,2526,Fulham,Rodrigo Muniz,0.09,0.09,BRA,0.18,12
ENG-Premier League,2526,Fulham,Ryan Sessegnon,0.15,0.05,ENG,0.2,29
ENG-Premier League,2526,Fulham,Samuel Chukwueze,0.25,0.33,NGA,0.58,21
ENG-Premier League,2526,Fulham,Sander Berge,0.0,0.03,NOR,0.03,45
ENG-Premier League,2526,Fulham,Saša Lukić,0.05,0.1,SRB,0.16,22
ENG-Premier League,2526,Fulham,Timothy Castagne,0.0,0.0,BEL,0.0,32
ENG-Premier League,2526,Fulham,Tom Cairney,0.23,0.0,SCO,0.23,10
ENG-Premier League,2526,Leeds United,Anton Stach,0.19,0.11,GER,0.3,36
ENG-Premier League,2526,Leeds United,Ao Tanaka,0.14,0.0,JPN,0.14,21
ENG-Premier League,2526,Leeds United,Brenden Aaronson,0.15,0.18,USA,0.33,31
ENG-Premier League,2526,Leeds United,Daniel James,0.0,0.0,WAL,0.0,16
ENG-Premier League,2526,Leeds United,Dominic Calvert-Lewin,0.46,0.03,ENG,0.5,34
ENG-Premier League,2526,Leeds United,Ethan Ampadu,0.03,0.03,WAL,0.06,49
ENG-Premier League,2526,Leeds United,Gabriel Gudmundsson,0.0,0.0,SWE,0.0,45
ENG-Premier League,2526,Leeds United,Ilia Gruev,0.0,0.2,BUL,0.2,22
ENG-Premier League,2526,Leeds United,Jaka Bijol,0.05,0.1,SVN,0.14,26
ENG-Premier League,2526,Leeds United,James Justin,0.09,0.05,ENG,0.14,26
ENG-Premier League,2526,Leeds United,Jayden Bogle,0.03,0.06,ENG,0.1,44
ENG-Premier League,2526,Leeds United,Joe Rodon,0.06,0.0,WAL,0.06,52
ENG-Premier League,2526,Leeds United,Karl Darlow,0.0,0.0,WAL,0.0,27
ENG-Premier League,2526,Leeds United,Lucas Perri,0.0,0.0,BRA,0.0,29
ENG-Premier League,2526,Leeds United,Lukas Nmecha,0.5,0.08,GER,0.58,23
ENG-Premier League,2526,Leeds United,Noah Okafor,0.46,0.06,SUI,0.52,26
ENG-Premier League,2526,Leeds United,Pascal Struijk,0.0,0.03,NED,0.03,48
ENG-Premier League,2526,Leeds United,Sean Longstaff,0.18,0.18,ENG,0.36,20
ENG-Premier League,2526,Leeds United,Wilfried Gnonto,0.0,0.17,ITA,0.17,14
ENG-Premier League,2526,Liverpool,Alexander Isak,0.39,0.13,SWE,0.52,9
ENG-Premier League,2526,Liverpool,Alexis Mac Allister,0.07,0.14,ARG,0.2,41
ENG-Premier League,2526,Liverpool,Alisson,0.0,0.0,BRA,0.0,31
ENG-Premier League,2526,Liverpool,Andrew Robertson,0.08,0.0,SCO,0.08,16
ENG-Premier League,2526,Liverpool,Cody Gakpo,0.23,0.16,NED,0.39,39
ENG-Premier League,2526,Liverpool,Conor Bradley,0.0,0.1,NIR,0.1,13
ENG-Premier League,2526,Liverpool,Curtis Jones,0.05,0.09,ENG,0.14,38
ENG-Premier League,2526,Liverpool,Dominik Szoboszlai,0.17,0.19,HUN,0.36,51
ENG-Premier League,2526,Liverpool,Florian Wirtz,0.19,0.11,GER,0.3,32
ENG-Premier League,2526,Liverpool,Giorgi Mamardashvili,0.0,0.0,GEO,0.0,18
ENG-Premier League,2526,Liverpool,Hugo Ekitike,0.55,0.2,FRA,0.75,25
ENG-Premier League,2526,Liverpool,Ibrahima Konaté,0.03,0.0,FRA,0.03,45
ENG-Premier League,2526,Liverpool,Jeremie Frimpong,0.0,0.09,NED,0.09,13
ENG-Premier League,2526,Liverpool,Joe Gomez,0.0,0.3,ENG,0.3,14
ENG-Premier League,2526,Liverpool,Milos Kerkez,0.08,0.04,HUN,0.12,36
ENG-Premier League,2526,Liverpool,Mohamed Salah,0.29,0.29,EGY,0.59,35
ENG-Premier League,2526,Liverpool,Rio Ngumoha,0.32,0.16,ENG,0.48,11
ENG-Premier League,2526,Liverpool,Ryan Gravenberch,0.15,0.09,NED,0.24,42
ENG-Premier League,2526,Liverpool,Virgil van Dijk,0.16,0.0,NED,0.16,53
ENG-Premier League,2526,Manchester City,Abdukodir Khusanov,0.0,0.0,UZB,0.0,13
ENG-Premier League,2526,Manchester City,Antoine Semenyo,0.45,0.06,GHA,0.52,14
ENG-Premier League,2526,Manchester City,Bernardo Silva,0.06,0.13,POR,0.19,30
ENG-Premier League,2526,Manchester City,Erling Haaland,0.82,0.24,NOR,1.07,32
ENG-Premier League,2526,Manchester City,Gianluigi Donnarumma,0.0,0.0,ITA,0.0,29
ENG-Premier League,2526,Manchester City,Jeremy Doku,0.25,0.25,BEL,0.5,18
ENG-Premier League,2526,Manchester City,Joško Gvardiol,0.13,0.13,CRO,0.26,13
ENG-Premier League,2526,Manchester City,Marc Guéhi,0.07,0.07,ENG,0.13,12
ENG-Premier League,2526,Manchester City,Matheus Nunes,0.03,0.16,POR,0.19,28
ENG-Premier League,2526,Manchester City,Nathan Aké,0.0,0.0,NED,0.0,9
ENG-Premier League,2526,Manchester City,Nico O’Reilly,0.17,0.1,ENG,0.27,25
ENG-Premier League,2526,Manchester City,Nicolás González,0.06,0.0,ESP,0.06,17
ENG-Premier League,2526,Manchester City,Omar Marmoush,0.39,0.39,EGY,0.77,5
ENG-Premier League,2526,Manchester City,Oscar Bobb,0.0,0.19,NOR,0.19,5
ENG-Premier League,2526,Manchester City,Phil Foden,0.3,0.22,ENG,0.52,19
ENG-Premier League,2526,Manchester City,Rayan Aït-Nouri,0.0,0.18,ALG,0.18,9
ENG-Premier League,2526,Manchester City,Rayan Cherki,0.2,0.6,FRA,0.81,19
ENG-Premier League,2526,Manchester City,Rodri,0.06,0.0,ESP,0.06,15
ENG-Premier League,2526,Manchester City,Rúben Dias,0.08,0.0,POR,0.08,22
ENG-Premier League,2526,Manchester City,Sávio,0.11,0.11,BRA,0.22,7
ENG-Premier League,2526,Manchester City,Tijjani Reijnders,0.28,0.11,NED,0.39,17
ENG-Premier League,2526,Manchester Utd,Altay Bayındır,0.0,0.0,TUR,0.0,11
ENG-Premier League,2526,Manchester Utd,Amad Diallo,0.08,0.12,CIV,0.19,33
ENG-Premier League,2526,Manchester Utd,Ayden Heaven,0.0,0.1,ENG,0.1,15
ENG-Premier League,2526,Manchester Utd,Benjamin Šeško,0.6,0.05,SVN,0.66,30
ENG-Premier League,2526,Manchester Utd,Bruno Fernandes,0.26,0.62,POR,0.88,46
ENG-Premier League,2526,Manchester Utd,Bryan Mbeumo,0.38,0.1,CMR,0.48,36
ENG-Premier League,2526,Manchester Utd,Casemiro,0.32,0.07,BRA,0.39,31
ENG-Premier League,2526,Manchester Utd,Diogo Dalot,0.03,0.1,POR,0.14,40
ENG-Premier League,2526,Manchester Utd,Harry Maguire,0.05,0.11,ENG,0.16,19
ENG-Premier League,2526,Manchester Utd,Joshua Zirkzee,0.29,0.14,NED,0.43,8
ENG-Premier League,2526,Manchester Utd,Kobbie Mainoo,0.05,0.11,ENG,0.16,22
ENG-Premier League,2526,Manchester Utd,Leny Yoro,0.0,0.0,FRA,0.0,33
ENG-Premier League,2526,Manchester Utd,Lisandro Martínez,0.0,0.0,ARG,0.0,15
ENG-Premier League,2526,Manchester Utd,Luke Shaw,0.03,0.03,ENG,0.06,45
ENG-Premier League,2526,Manchester Utd,Manuel Ugarte,0.0,0.0,URU,0.0,23
ENG-Premier League,2526,Manchester Utd,Mason Mount,0.27,0.0,ENG,0.27,15
ENG-Premier League,2526,Manchester Utd,Matheus Cunha,0.36,0.07,BRA,0.43,35
ENG-Premier League,2526,Manchester Utd,Matthijs de Ligt,0.08,0.0,NED,0.08,20
ENG-Premier League,2526,Manchester Utd,Noussair Mazraoui,0.0,0.0,MAR,0.0,10
ENG-Premier League,2526,Manchester Utd,Patrick Dorgu,0.25,0.25,DEN,0.5,20
ENG-Premier League,2526,Manchester Utd,Senne Lammens,0.0,0.0,BEL,0.0,39
ENG-Premier League,2526,Newcastle United,Aaron Ramsdale,0.0,0.0,ENG,0.0,17
ENG-Premier League,2526,Newcastle United,Anthony Elanga,0.0,0.07,SWE,0.07,28
ENG-Premier League,2526,Newcastle United,Anthony Gordon,0.3,0.1,ENG,0.4,28
ENG-Premier League,2526,Newcastle United,Bruno Guimarães,0.33,0.18,BRA,0.51,36
ENG-Premier League,2526,Newcastle United,Dan Burn,0.04,0.08,ENG,0.12,34
ENG-Premier League,2526,Newcastle United,Fabian Schär,0.0,0.0,SUI,0.0,13
ENG-Premier League,2526,Newcastle United,Harvey Barnes,0.32,0.05,ENG,0.37,31
ENG-Premier League,2526,Newcastle United,Jacob Murphy,0.17,0.11,ENG,0.28,19
ENG-Premier League,2526,Newcastle United,Jacob Ramsey,0.12,0.19,ENG,0.31,29
ENG-Premier League,2526,Newcastle United,Joe Willock,0.0,0.18,ENG,0.18,18
ENG-Premier League,2526,Newcastle United,Joelinton,0.09,0.05,BRA,0.14,27
ENG-Premier League,2526,Newcastle United,Kieran Trippier,0.0,0.06,ENG,0.06,27
ENG-Premier League,2526,Newcastle United,Lewis Hall,0.04,0.04,ENG,0.08,39
ENG-Premier League,2526,Newcastle United,Lewis Miley,0.06,0.24,ENG,0.3,22
ENG-Premier League,2526,Newcastle United,Malick Thiaw,0.12,0.0,GER,0.12,52
ENG-Premier League,2526,Newcastle United,Nick Pope,0.0,0.0,ENG,0.0,38
ENG-Premier League,2526,Newcastle United,Nick Woltemade,0.38,0.14,GER,0.52,29
ENG-Premier League,2526,Newcastle United,Sandro Tonali,0.0,0.07,ITA,0.07,37
ENG-Premier League,2526,Newcastle United,Sven Botman,0.05,0.05,NED,0.1,27
ENG-Premier League,2526,Newcastle United,Tino Livramento,0.0,0.07,ENG,0.07,14
ENG-Premier League,2526,Newcastle United,William Osula,0.77,0.0,DEN,0.77,14
ENG-Premier League,2526,Newcastle United,Yoane Wissa,0.17,0.0,COD,0.17,11
ENG-Premier League,2526,Nottingham Forest,Callum Hudson-Odoi,0.15,0.2,ENG,0.34,26
ENG-Premier League,2526,Nottingham Forest,Chris Wood,0.3,0.0,NZL,0.3,14
ENG-Premier League,2526,Nottingham Forest,Dan Ndoye,0.08,0.08,SUI,0.15,17
ENG-Premier League,2526,Nottingham Forest,Dilane Bakwa,0.0,0.33,FRA,0.33,10
ENG-Premier League,2526,Nottingham Forest,Elliot Anderson,0.11,0.11,ENG,0.22,50
ENG-Premier League,2526,Nottingham Forest,Ibrahim Sangaré,0.09,0.09,CIV,0.17,26
ENG-Premier League,2526,Nottingham Forest,Igor Jesus,0.23,0.16,BRA,0.39,37
ENG-Premier League,2526,Nottingham Forest,Jair Cunha,0.0,0.0,BRA,0.0,7
ENG-Premier League,2526,Nottingham Forest,Matz Sels,0.0,0.0,BEL,0.0,39
ENG-Premier League,2526,Nottingham Forest,Morato,0.07,0.0,BRA,0.07,23
