league,season,team,player,goals_p90,assists_p90,selection,ga
ESP-La Liga,2526,Girona,Álex Moreno,0.0,0.11,ESP,0.10550996483001172
ESP-La Liga,2526,Levante,Adrián de la Fuente,0.1,0.03,ESP,0.13279232755440795
ESP-La Liga,2526,Levante,Alan Matturro,0.1,0.1,URU,0.1900739176346357
ESP-La Liga,2526,Levante,Brugui,0.09,0.09,ESP,0.17910447761194032
ESP-La Liga,2526,Levante,Carlos Espí,0.74,0.0,ESP,0.7371556217423678
ESP-La Liga,2526,Levante,Carlos Álvarez,0.14,0.05,ESP,0.19047619047619047
ESP-La Liga,2526,Levante,Diego Pampín,0.0,0.0,ESP,0.0
ESP-La Liga,2526,Levante,Iker Losada,0.3,0.1,ESP,0.3991130820399113
ESP-La Liga,2526,Levante,Iván Romero,0.28,0.04,ESP,0.3187250996015936
ESP-La Liga,2526,Levante,Jeremy Toljan,0.03,0.11,GER,0.14222503160556257
ESP-La Liga,2526,Levante,Kareem Tunde,0.0,0.08,ESP,0.0794351279788173
ESP-La Liga,2526,Levante,Karl Etta Eyong,0.38,0.13,CMR,0.5084745762711864
ESP-La Liga,2526,Levante,Kervin Arriaga,0.18,0.18,HON,0.3524804177545692
ESP-La Liga,2526,Levante,Manu Sánchez,0.03,0.06,ESP,0.09594882729211088
ESP-La Liga,2526,Levante,Mathew Ryan,0.0,0.0,AUS,0.0
ESP-La Liga,2526,Levante,Matias Moreno,0.0,0.0,ARG,0.0
ESP-La Liga,2526,Levante,Olasagasti,0.05,0.26,ESP,0.31141868512110726
ESP-La Liga,2526,Levante,Oriol Rey,0.0,0.07,ESP,0.06823351023502654
ESP-La Liga,2526,Levante,Pablo Martínez,0.05,0.24,ESP,0.29079159935379645
ESP-La Liga,2526,Levante,Paco Cortés,0.0,0.0,ESP,0.0
ESP-La Liga,2526,Levante,Ugo Raghouber,0.0,0.0,FRA,0.0
ESP-La Liga,2526,Levante,Unai Elgezabal,0.09,0.0,ESP,0.09394572025052192
ESP-La Liga,2526,Levante,Unai Vencedor Paris,0.0,0.0,ESP,0.0
ESP-La Liga,2526,Levante,Víctor García,0.17,0.09,ESP,0.25961538461538464
ESP-La Liga,2526,Mallorca,Antonio Raillo,0.0,0.04,ESP,0.043478260869565216
ESP-La Liga,2526,Mallorca,Antonio Sánchez,0.0,0.0,ESP,0.0
ESP-La Liga,2526,Mallorca,David López,0.0,0.0,ESP,0.0
ESP-La Liga,2526,Mallorca,Jan Virgili,0.1,0.2,ESP,0.3013392857142857
ESP-La Liga,2526,Mallorca,Johan Mojica,0.0,0.13,COL,0.13215859030837004
ESP-La Liga,2526,Mallorca,Leo Román,0.0,0.0,ESP,0.0
ESP-La Liga,2526,Mallorca,Manu Morlanes,0.15,0.0,ESP,0.1529745042492918
ESP-La Liga,2526,Mallorca,Martin Valjent,0.0,0.0,SVK,0.0
ESP-La Liga,2526,Mallorca,Mateo Joseph,0.11,0.16,ESP,0.26486168334314303
ESP-La Liga,2526,Mallorca,Mateu Morey,0.13,0.0,ESP,0.1278409090909091
ESP-La Liga,2526,Mallorca,Omar Mascarell,0.08,0.08,EQG,0.16078606520768202
ESP-La Liga,2526,Mallorca,Pablo Maffeo,0.03,0.07,ESP,0.10142749812171299
ESP-La Liga,2526,Mallorca,Pablo Torre,0.23,0.23,ESP,0.45028142589118203
ESP-La Liga,2526,Mallorca,Samu Costa,0.23,0.07,POR,0.3003337041156841
ESP-La Liga,2526,Mallorca,Sergi Darder,0.03,0.17,ESP,0.20149253731343283
ESP-La Liga,2526,Mallorca,Takuma Asano,0.14,0.0,JPN,0.1355421686746988
ESP-La Liga,2526,Mallorca,Toni Lato,0.0,0.15,ESP,0.15437392795883362
ESP-La Liga,2526,Mallorca,Vedat Muriqi,0.66,0.03,KVX,0.690537084398977
ESP-La Liga,2526,Mallorca,Zito Luvumbo,0.0,0.35,ANG,0.3543307086614173
ESP-La Liga,2526,Osasuna,Abel Bretones,0.06,0.11,ESP,0.16625615763546797
ESP-La Liga,2526,Osasuna,Aimar Oroz,0.0,0.08,ESP,0.08415147265077139
ESP-La Liga,2526,Osasuna,Ante Budimir,0.52,0.0,CRO,0.5207624234172906
ESP-La Liga,2526,Osasuna,Catena,0.09,0.06,ESP,0.14653207424291761
ESP-La Liga,2526,Osasuna,Enzo Boyomo,0.04,0.07,CMR,0.10621557828481511
ESP-La Liga,2526,Osasuna,Iker Muñoz,0.0,0.0,ESP,0.0
ESP-La Liga,2526,Osasuna,Javi Galán,0.0,0.05,ESP,0.053827751196172245
ESP-La Liga,2526,Osasuna,Jon Moncayola,0.0,0.12,ESP,0.11936339522546419
ESP-La Liga,2526,Osasuna,Jorge Herrando,0.0,0.06,ESP,0.056249999999999994
ESP-La Liga,2526,Osasuna,Juan Cruz Armada,0.0,0.0,ESP,0.0
ESP-La Liga,2526,Osasuna,Lucas Torró,0.0,0.04,ESP,0.03924989097252508
ESP-La Liga,2526,Osasuna,Moi Gómez,0.0,0.15,ESP,0.14987510407993337
ESP-La Liga,2526,Osasuna,Raúl,0.61,0.09,ESP,0.69164265129683
ESP-La Liga,2526,Osasuna,Raúl Moro,0.0,0.29,ESP,0.288
ESP-La Liga,2526,Osasuna,Rubén García,0.08,0.2,ESP,0.28263795423956933
ESP-La Liga,2526,Osasuna,Sergio Herrera,0.0,0.0,ESP,0.0
ESP-La Liga,2526,Osasuna,Valentin Rosier,0.04,0.04,FRA,0.0706713780918728
ESP-La Liga,2526,Osasuna,Víctor Muñoz,0.2,0.07,ESP,0.2710843373493976
ESP-La Liga,2526,Oviedo,Aarón Escandell,0.0,0.03,ESP,0.027777777777777776
ESP-La Liga,2526,Oviedo,Alberto Reina,0.15,0.04,ESP,0.18277822908204713
ESP-La Liga,2526,Oviedo,Dani Calvo,0.0,0.0,ESP,0.0
ESP-La Liga,2526,Oviedo,David Carmo,0.05,0.0,ANG,0.05039193729003359
ESP-La Liga,2526,Oviedo,David Costas,0.04,0.0,ESP,0.04356243949661181
ESP-La Liga,2526,Oviedo,Eric Bailly,0.07,0.0,CIV,0.07293354943273907
ESP-La Liga,2526,Oviedo,Federico Viñas,0.33,0.04,URU,0.36900369003690037
ESP-La Liga,2526,Oviedo,Haissem Hassan,0.0,0.14,EGY,0.13903192584963953
ESP-La Liga,2526,Oviedo,Ilyas Chaira,0.22,0.07,MAR,0.29423784225582345
ESP-La Liga,2526,Oviedo,Javi López,0.0,0.05,ESP,0.05260081823495032
ESP-La Liga,2526,Oviedo,Josip Brekalo,0.0,0.0,CRO,0.0
ESP-La Liga,2526,Oviedo,Kwasi Sibo,0.0,0.0,GHA,0.0
ESP-La Liga,2526,Oviedo,Leander Dendoncker,0.07,0.0,BEL,0.06766917293233082
ESP-La Liga,2526,Oviedo,Lucas Ahijado,0.0,0.08,ESP,0.0819672131147541
ESP-La Liga,2526,Oviedo,Luka Ilić,0.12,0.0,SRB,0.12129380053908358
ESP-La Liga,2526,Oviedo,Nacho Vidal,0.0,0.0,ESP,0.0
ESP-La Liga,2526,Oviedo,Nicolas Fonseca,0.0,0.0,URU,0.0
ESP-La Liga,2526,Oviedo,Rahim Bonkano,0.0,0.0,NIG,0.0
ESP-La Liga,2526,Oviedo,Salomón Rondón,0.17,0.0,VEN,0.1744186046511628
ESP-La Liga,2526,Oviedo,Santi Cazorla,0.0,0.1,ESP,0.09574468085106383
ESP-La Liga,2526,Oviedo,Santiago Colombatto,0.0,0.04,ARG,0.0436046511627907
ESP-La Liga,2526,Oviedo,Thiago Fernández,0.0,0.44,ARG,0.44063647490820074
ESP-La Liga,2526,Rayo Vallecano,Alexandre Alemão,0.32,0.0,BRA,0.31690140845070425
ESP-La Liga,2526,Rayo Vallecano,Alfonso Espino,0.12,0.0,URU,0.12113055181695827
ESP-La Liga,2526,Rayo Vallecano,Andrei Ratiu,0.0,0.13,ROU,0.1282508015675098
ESP-La Liga,2526,Rayo Vallecano,Augusto Batalla,0.0,0.0,ARG,0.0
ESP-La Liga,2526,Rayo Vallecano,Florian Lejeune,0.06,0.03,FRA,0.08359133126934985
ESP-La Liga,2526,Rayo Vallecano,Francisco Perez,0.15,0.07,ESP,0.21827000808407437
ESP-La Liga,2526,Rayo Vallecano,Gerard Gumbau,0.0,0.23,ESP,0.2297872340425532
ESP-La Liga,2526,Rayo Vallecano,Ilias Akhomach,0.0,0.13,MAR,0.12693935119887165
ESP-La Liga,2526,Rayo Vallecano,Isaac Palazón Camacho,0.12,0.12,ESP,0.2402135231316726
ESP-La Liga,2526,Rayo Vallecano,Iván Balliu,0.0,0.0,ALB,0.0
ESP-La Liga,2526,Rayo Vallecano,Jorge de Frutos,0.37,0.04,ESP,0.40194884287454324
ESP-La Liga,2526,Rayo Vallecano,Luiz Felipe,0.0,0.0,ITA,0.0
ESP-La Liga,2526,Rayo Vallecano,Nobel Mendy,0.1,0.0,SEN,0.1001669449081803
ESP-La Liga,2526,Rayo Vallecano,Pathé Ciss,0.09,0.05,SEN,0.13513513513513514
ESP-La Liga,2526,Rayo Vallecano,Pedro Díaz,0.0,0.05,ESP,0.0481283422459893
ESP-La Liga,2526,Rayo Vallecano,Pep Chavarría,0.03,0.07,ESP,0.10067114093959731
ESP-La Liga,2526,Rayo Vallecano,Sergio Camello,0.55,0.11,ESP,0.6561360874848117
ESP-La Liga,2526,Rayo Vallecano,Unai López,0.0,0.22,ESP,0.22332506203473945
ESP-La Liga,2526,Rayo Vallecano,Álvaro García,0.17,0.21,ESP,0.3855306996668253
ESP-La Liga,2526,Rayo Vallecano,Óscar Valentín,0.04,0.0,ESP,0.04267425320056899
ESP-La Liga,2526,Real Betis,Abde Ezzalzouli,0.4,0.32,MAR,0.7209612817089454
ESP-La Liga,2526,Real Betis,Aitor Ruibal,0.2,0.1,ESP,0.29867256637168144
ESP-La Liga,2526,Real Betis,Antony,0.29,0.22,BRA,0.514916223947691
ESP-La Liga,2526,Real Betis,Cucho,0.38,0.1,COL,0.4883720930232558
ESP-La Liga,2526,Real Betis,Cédric Bakambu,0.47,0.16,COD,0.632688927943761
ESP-La Liga,2526,Real Betis,Diego Llorente,0.07,0.0,ESP,0.07323026851098455
ESP-La Liga,2526,Real Betis,Giovani Lo Celso,0.13,0.19,ARG,0.3230437903804738
ESP-La Liga,2526,Real Betis,Héctor Bellerín,0.1,0.15,ESP,0.24698133918770582
ESP-La Liga,2526,Real Betis,Junior Firpo,0.0,0.11,DOM,0.10882708585247884
ESP-La Liga,2526,Real Betis,Marc Bartra,0.05,0.0,ESP,0.0455005055611729
ESP-La Liga,2526,Real Betis,Marc Roca,0.04,0.04,ESP,0.08884501480750247
ESP-La Liga,2526,Real Betis,Natan,0.0,0.0,BRA,0.0
ESP-La Liga,2526,Real Betis,Nelson Deossa,0.0,0.0,COL,0.0
ESP-La Liga,2526,Real Betis,Pablo Fornals,0.28,0.19,ESP,0.47401685393258425
ESP-La Liga,2526,Real Betis,Pau López,0.0,0.0,ESP,0.0
ESP-La Liga,2526,Real Betis,Ricardo Rodríguez,0.0,0.06,SUI,0.05817711700064641
ESP-La Liga,2526,Real Betis,Rodrigo Riquelme,0.11,0.11,ESP,0.2192448233861145
ESP-La Liga,2526,Real Betis,Sergi Altimira,0.08,0.15,ESP,0.22765598650927488
ESP-La Liga,2526,Real Betis,Sofyan Amrabat,0.0,0.0,MAR,0.0
ESP-La Liga,2526,Real Betis,Valentín Gómez,0.05,0.0,ARG,0.04782146652497343
ESP-La Liga,2526,Real Betis,Álvaro Fidalgo,0.17,0.0,MEX,0.16605166051660517
ESP-La Liga,2526,Real Betis,Álvaro Vallés,0.0,0.0,ESP,0.0
ESP-La Liga,2526,Real Betis,Ángel Ortíz,0.0,0.0,ESP,0.0
ESP-La Liga,2526,Real Madrid,Andriy Lunin,0.0,0.0,UKR,0.0
ESP-La Liga,2526,Real Madrid,Antonio Rüdiger,0.06,0.0,GER,0.060402684563758385
ESP-La Liga,2526,Real Madrid,Arda Güler,0.18,0.4,TUR,0.5809334657398213
ESP-La Liga,2526,Real Madrid,Aurélien Tchouaméni,0.03,0.0,FRA,0.03441682600382409
ESP-La Liga,2526,Real Madrid,Brahim Díaz,0.07,0.43,MAR,0.5011933174224343
ESP-La Liga,2526,Real Madrid,Dani Carvajal,0.0,0.09,ESP,0.09211873080859774
ESP-La Liga,2526,Real Madrid,Dani Ceballos,0.0,0.0,ESP,0.0
ESP-La Liga,2526,Real Madrid,Dean Huijsen,0.09,0.09,ESP,0.17699115044247787
ESP-La Liga,2526,Real Madrid,Eduardo Camavinga,0.06,0.0,FRA,0.058900523560209424
ESP-La Liga,2526,Real Madrid,Federico Valverde,0.16,0.26,URU,0.427007299270073
ESP-La Liga,2526,Real Madrid,Fran Garcia,0.1,0.1,ESP,0.193756727664155
ESP-La Liga,2526,Real Madrid,Franco Mastantuono,0.09,0.0,ARG,0.08678881388621022
ESP-La Liga,2526,Real Madrid,Gonzalo García,0.56,0.09,ESP,0.6535269709543569
ESP-La Liga,2526,Real Madrid,Jude Bellingham,0.28,0.19,ENG,0.4697286012526096
ESP-La Liga,2526,Real Madrid,Kylian Mbappé,0.87,0.17,FRA,1.0388611004232398
ESP-La Liga,2526,Real Madrid,Raúl Asencio,0.11,0.0,ESP,0.1053864168618267
ESP-La Liga,2526,Real Madrid,Rodrygo,0.13,0.39,BRA,0.5263157894736842
ESP-La Liga,2526,Real Madrid,Thiago Pinar,0.0,0.3,ESP,0.30405405405405406
ESP-La Liga,2526,Real Madrid,Thibaut Courtois,0.0,0.0,BEL,0.0
ESP-La Liga,2526,Real Madrid,Trent Alexander-Arnold,0.0,0.31,ENG,0.30954428202923473
ESP-La Liga,2526,Real Madrid,Vinicius Júnior,0.51,0.16,BRA,0.6714031971580817
ESP-La Liga,2526,Real Madrid,Álvaro Carreras,0.08,0.12,ESP,0.19296740994854203
ESP-La Liga,2526,Real Madrid,Éder Militão,0.16,0.08,BRA,0.2370500438981563
ESP-La Liga,2526,Real Sociedad,Aihen Muñoz,0.11,0.0,ESP,0.1061320754716981
ESP-La Liga,2526,Real Sociedad,Ander Barrenetxea,0.15,0.26,ESP,0.40839478162223486
ESP-La Liga,2526,Real Sociedad,Aritz Elustondo,0.0,0.12,ESP,0.125
ESP-La Liga,2526,Real Sociedad,Arsen Zakharyan,0.0,0.0,RUS,0.0
ESP-La Liga,2526,Real Sociedad,Beñat Turrientes,0.0,0.2,ESP,0.20029673590504452
ESP-La Liga,2526,Real Sociedad,Brais Méndez,0.33,0.11,ESP,0.4337349397590362
ESP-La Liga,2526,Real Sociedad,Carlos Soler,0.16,0.12,ESP,0.2719033232628399
ESP-La Liga,2526,Real Sociedad,Duje Ćaleta-Car,0.04,0.0,CRO,0.04186046511627907
ESP-La Liga,2526,Real Sociedad,Gonçalo Guedes,0.39,0.2,POR,0.5924300603400987
ESP-La Liga,2526,Real Sociedad,Igor Zubeldia,0.0,0.04,ESP,0.043227665706051875
ESP-La Liga,2526,Real Sociedad,Jon Aramburu,0.03,0.0,VEN,0.03245582401730977
ESP-La Liga,2526,Real Sociedad,Jon Gorrotxategi,0.04,0.12,ESP,0.16289592760180993
ESP-La Liga,2526,Real Sociedad,Jon Martin,0.08,0.0,ESP,0.08
ESP-La Liga,2526,Real Sociedad,Luka Sučić,0.26,0.09,CRO,0.3522504892367906
ESP-La Liga,2526,Real Sociedad,Mikel Oyarzabal,0.5,0.13,ESP,0.6309963099630996
ESP-La Liga,2526,Real Sociedad,Orri Steinn Óskarsson,0.97,0.0,ISL,0.9700598802395208
ESP-La Liga,2526,Real Sociedad,Pablo Marín,0.0,0.06,ESP,0.059920106524633816
ESP-La Liga,2526,Real Sociedad,Sergio Gómez,0.0,0.2,ESP,0.19992595335061086
ESP-La Liga,2526,Real Sociedad,Takefusa Kubo,0.12,0.24,JPN,0.3592814371257485
ESP-La Liga,2526,Real Sociedad,Yangel Herrera,0.0,0.0,VEN,0.0
ESP-La Liga,2526,Real Sociedad,Álex Remiro,0.0,0.0,ESP,0.0
ESP-La Liga,2526,Sevilla,Akor Adams,0.44,0.13,NGA,0.5668604651162791
ESP-La Liga,2526,Sevilla,Alexis Sánchez,0.28,0.14,CHI,0.41284403669724773
ESP-La Liga,2526,Sevilla,Batista Mendy,0.06,0.0,FRA,0.05565862708719852
ESP-La Liga,2526,Sevilla,Carmona,0.04,0.11,ESP,0.14035087719298245
ESP-La Liga,2526,Sevilla,Castrin,0.07,0.0,ESP,0.07047768206734534
ESP-La Liga,2526,Sevilla,Chidera Ejuke,0.1,0.1,NGA,0.19313304721030042
ESP-La Liga,2526,Sevilla,César Azpilicueta,0.0,0.07,ESP,0.0741962077493817
ESP-La Liga,2526,Sevilla,Djibril Sow,0.21,0.16,SUI,0.37037037037037035
ESP-La Liga,2526,Sevilla,Gabriel Suazo,0.0,0.09,CHI,0.08587786259541985
ESP-La Liga,2526,Sevilla,Isaac Romero,0.24,0.0,ESP,0.24258760107816715
ESP-La Liga,2526,Sevilla,Joaquín Martínez Gauna,0.13,0.19,ESP,0.31960227272727276
ESP-La Liga,2526,Sevilla,Juanlu Sánchez,0.0,0.14,ESP,0.135678391959799
ESP-La Liga,2526,Sevilla,Kike Salas,0.08,0.0,ESP,0.0817067635043123
ESP-La Liga,2526,Sevilla,Lucien Agoume,0.03,0.1,FRA,0.13402829486224868
ESP-La Liga,2526,Sevilla,Marcão,0.1,0.0,BRA,0.09594882729211088
ESP-La Liga,2526,Sevilla,Neal Maupay,0.21,0.1,FRA,0.31213872832369943
ESP-La Liga,2526,Sevilla,Nemanja Gudelj,0.08,0.0,SRB,0.07666098807495741
ESP-La Liga,2526,Sevilla,Odysseas Vlachodimos,0.0,0.0,GRE,0.0
ESP-La Liga,2526,Sevilla,Peque,0.18,0.09,ESP,0.27494908350305497
ESP-La Liga,2526,Sevilla,Ruben Vargas,0.17,0.34,SUI,0.508155583437892
ESP-La Liga,2526,Sevilla,Tanguy Nianzou,0.0,0.0,FRA,0.0
ESP-La Liga,2526,Valencia,Arnaut Danjuma,0.17,0.11,NED,0.2764127764127764
ESP-La Liga,2526,Valencia,Baptiste Santamaria,0.12,0.12,FRA,0.23872679045092837
ESP-La Liga,2526,Valencia,Copete,0.0,0.0,ESP,0.0
ESP-La Liga,2526,Valencia,César Tárrega,0.0,0.0,ESP,0.0
ESP-La Liga,2526,Valencia,Diego López,0.2,0.05,ESP,0.2553916004540295
ESP-La Liga,2526,Valencia,Dimitri Foulquier,0.0,0.0,FRA,0.0
ESP-La Liga,2526,Valencia,Domingos André Ribeiro Almeida,0.0,0.18,POR,0.17699115044247787
ESP-La Liga,2526,Valencia,Eray Cömert,0.13,0.07,SUI,0.20194465220643232
ESP-La Liga,2526,Valencia,Filip Ugrinic,0.0,0.18,SUI,0.17952127659574468
ESP-La Liga,2526,Valencia,Guido Rodríguez,0.28,0.0,ARG,0.2750190985485103
ESP-La Liga,2526,Valencia,Hugo Duro,0.45,0.0,ESP,0.4547751389590703
ESP-La Liga,2526,Valencia,Javier Guerra,0.17,0.26,ESP,0.4366812227074236
ESP-La Liga,2526,Valencia,Jesus Vazquez,0.0,0.0,ESP,0.0
ESP-La Liga,2526,Valencia,José Luis García Vayá,0.08,0.0,ESP,0.08089887640449439
ESP-La Liga,2526,Valencia,José Luis Gayà,0.04,0.07,ESP,0.11029411764705882
ESP-La Liga,2526,Valencia,Julen Agirrezabala,0.0,0.0,ESP,0.0
ESP-La Liga,2526,Valencia,Largie Ramazani,0.44,0.07,BEL,0.5105348460291734
ESP-La Liga,2526,Valencia,Lucas Beltrán,0.07,0.13,ARG,0.19780219780219782
ESP-La Liga,2526,Valencia,Luis Rioja,0.1,0.21,ESP,0.3086890243902439
ESP-La Liga,2526,Valencia,Mouctar Diakhaby,0.17,0.0,GUI,0.16574585635359115
ESP-La Liga,2526,Valencia,Stole Dimitrievski,0.0,0.0,MKD,0.0
ESP-La Liga,2526,Valencia,Thierry Correia,0.0,0.13,POR,0.12931034482758622
ESP-La Liga,2526,Valencia,Umar Sadiq,0.4,0.2,NGA,0.592755214050494
ESP-La Liga,2526,Valencia,Unai Núñez,0.0,0.0,ESP,0.0
ESP-La Liga,2526,Villarreal,Alberto Moleiro,0.36,0.18,ESP,0.5447941888619854
ESP-La Liga,2526,Villarreal,Alfonso Pedraza,0.05,0.16,ESP,0.21314387211367675
ESP-La Liga,2526,Villarreal,Arnau Tenas,0.0,0.0,ESP,0.0
ESP-La Liga,2526,Villarreal,Ayoze Pérez,0.4,0.32,ESP,0.7206405693950177
ESP-La Liga,2526,Villarreal,Daniel Parejo,0.06,0.0,ESP,0.06465517241379311
ESP-La Liga,2526,Villarreal,Georges Mikautadze,0.55,0.26,GEO,0.8108108108108109
ESP-La Liga,2526,Villarreal,Gerard Moreno,0.67,0.0,ESP,0.6701414743112435
ESP-La Liga,2526,Villarreal,Juan Foyth,0.0,0.0,ARG,0.0
ESP-La Liga,2526,Villarreal,Luiz Lúcio Reis Júnior,0.0,0.0,BRA,0.0
ESP-La Liga,2526,Villarreal,Nicolas Pépé,0.3,0.3,CIV,0.6017551190973673
ESP-La Liga,2526,Villarreal,Pape Gueye,0.21,0.08,SEN,0.29563585171281087
ESP-La Liga,2526,Villarreal,Pau Navarro,0.0,0.0,ESP,0.0
ESP-La Liga,2526,Villarreal,Rafa Marín,0.05,0.0,ESP,0.045477513895907026
ESP-La Liga,2526,Villarreal,Renato Veiga,0.0,0.0,POR,0.0
ESP-La Liga,2526,Villarreal,Santi Comesaña,0.11,0.22,ESP,0.3365184877440798
ESP-La Liga,2526,Villarreal,Santiago Mouriño,0.04,0.08,URU,0.11358855700462768
ESP-La Liga,2526,Villarreal,Sergi Cardona,0.05,0.18,ESP,0.22842639593908629
ESP-La Liga,2526,Villarreal,Tajon Buchanan,0.35,0.05,CAN,0.3958218801539307
ESP-La Liga,2526,Villarreal,Tani Oluwaseyi,0.2,0.2,CAN,0.3995560488346282
ESP-La Liga,2526,Villarreal,Thomas Partey,0.0,0.0,GHA,0.0
FRA-Ligue 1,2526,Angers,Amine Sbai,0.15,0.05,MAR,0.19801980198019803
FRA-Ligue 1,2526,Angers,Branco van den Boomen,0.0,0.07,NED,0.07269789983844911
FRA-Ligue 1,2526,Angers,Carlens Arcus,0.0,0.13,HAI,0.1323529411764706
FRA-Ligue 1,2526,Angers,Florent Hanin,0.0,0.0,ALG,0.0
FRA-Ligue 1,2526,Angers,Goduine Koyalipou,0.27,0.13,CTA,0.40419161676646703
FRA-Ligue 1,2526,Angers,Haris Belkebla,0.0,0.0,ALG,0.0
FRA-Ligue 1,2526,Angers,Hervé Koffi,0.0,0.0,BFA,0.0
FRA-Ligue 1,2526,Angers,Himad Abdelli,0.19,0.0,ALG,0.19088016967126192
FRA-Ligue 1,2526,Angers,Jacques Ekomie,0.0,0.0,GAB,0.0
FRA-Ligue 1,2526,Angers,Jordan Lefort,0.0,0.06,MTN,0.058823529411764705
FRA-Ligue 1,2526,Angers,Lanroy Machine,0.17,0.0,FRA,0.17341040462427745
FRA-Ligue 1,2526,Angers,Lilian Raolisoa,0.09,0.18,FRA,0.2746693794506612
FRA-Ligue 1,2526,Angers,Louis Mouton,0.1,0.05,FRA,0.1427815970386039
FRA-Ligue 1,2526,Angers,Marius Louer,0.0,0.0,FRA,0.0
FRA-Ligue 1,2526,Angers,Ousmane Camara,0.03,0.0,MLI,0.033112582781456956
FRA-Ligue 1,2526,Angers,Pierrick Capelle,0.0,0.14,FRA,0.1382488479262673
FRA-Ligue 1,2526,Angers,Prosper Peter,0.35,0.0,NGA,0.3534956794972506
FRA-Ligue 1,2526,Angers,Sidiki Cherif,0.31,0.0,FRA,0.3111495246326707
FRA-Ligue 1,2526,Angers,Yassin Belkhdim,0.08,0.08,FRA,0.1686182669789227
FRA-Ligue 1,2526,Auxerre,Bryan Okoh,0.27,0.0,SUI,0.26865671641791045
FRA-Ligue 1,2526,Auxerre,Clément Akpa,0.0,0.0,CIV,0.0
FRA-Ligue 1,2526,Auxerre,Danny Loader,0.11,0.11,CMR,0.21454112038140644
FRA-Ligue 1,2526,Auxerre,Donovan Léon,0.0,0.0,GUF,0.0
FRA-Ligue 1,2526,Auxerre,Elisha Owusu,0.0,0.0,GHA,0.0
FRA-Ligue 1,2526,Auxerre,Francisco Sierralta,0.1,0.0,CHI,0.10452961672473868
FRA-Ligue 1,2526,Auxerre,Fredrik Oppegard,0.0,0.0,NOR,0.0
FRA-Ligue 1,2526,Auxerre,Gideon Mensah,0.0,0.08,GHA,0.07735281478298238
FRA-Ligue 1,2526,Auxerre,Ibrahim Osman,0.0,0.29,GHA,0.288
FRA-Ligue 1,2526,Auxerre,Josué Casimir,0.06,0.0,HAI,0.05913272010512483
FRA-Ligue 1,2526,Auxerre,Kévin Danois,0.1,0.03,FRA,0.12720848056537104
FRA-Ligue 1,2526,Auxerre,Lamine Sy,0.0,0.0,MTN,0.0
FRA-Ligue 1,2526,Auxerre,Lassine Sinayoko,0.39,0.13,MLI,0.51985559566787
FRA-Ligue 1,2526,Auxerre,Marvin Senaya,0.05,0.0,GHA,0.05056179775280899
FRA-Ligue 1,2526,Auxerre,Naouirou Ahamada,0.0,0.13,FRA,0.13196480938416422
FRA-Ligue 1,2526,Auxerre,Oussama El Azzouzi,0.11,0.0,MAR,0.11152416356877323
FRA-Ligue 1,2526,Auxerre,Romain Faivre,0.0,0.31,FRA,0.3098106712564544
FRA-Ligue 1,2526,Auxerre,Rudy Matondo,0.0,0.0,FRA,0.0
FRA-Ligue 1,2526,Auxerre,Sekou Mara,0.22,0.15,FRA,0.367047308319739
FRA-Ligue 1,2526,Auxerre,Sinaly Diomande,0.08,0.08,CIV,0.16893477240732052
FRA-Ligue 1,2526,Auxerre,Théo De Percin,0.0,0.0,MTQ,0.0
FRA-Ligue 1,2526,Brest,Bradley Locko,0.0,0.14,FRA,0.1399688958009331
FRA-Ligue 1,2526,Brest,Brendan Chardonnet,0.04,0.11,FRA,0.14139827179890024
FRA-Ligue 1,2526,Brest,Daouda Guindo,0.05,0.05,MLI,0.10676156583629892
FRA-Ligue 1,2526,Brest,Grégoire Coudert,0.0,0.0,FRA,0.0
FRA-Ligue 1,2526,Brest,Hugo Magnetti,0.03,0.03,FRA,0.06696428571428571
FRA-Ligue 1,2526,Brest,Joris Chotard,0.06,0.03,FRA,0.09736747205192932
FRA-Ligue 1,2526,Brest,Junior Diaz,0.0,0.0,CIV,0.0
FRA-Ligue 1,2526,Brest,Junior Dina Ebimbe,0.39,0.0,CMR,0.38626609442060084
FRA-Ligue 1,2526,Brest,Kamory Doumbia,0.26,0.21,MLI,0.4628571428571429
FRA-Ligue 1,2526,Brest,Kenny Lala,0.0,0.1,MAD,0.09673951988534575
FRA-Ligue 1,2526,Brest,Lucas Tousart,0.11,0.0,FRA,0.1079136690647482
FRA-Ligue 1,2526,Brest,Ludovic Ajorque,0.26,0.29,FRA,0.5425531914893618
FRA-Ligue 1,2526,Brest,Mama Samba Baldé,0.25,0.25,GNB,0.5027932960893855
FRA-Ligue 1,2526,Brest,Pathé Mboup,0.09,0.0,SEN,0.08538899430740038
FRA-Ligue 1,2526,Brest,Radosław Majecki,0.0,0.0,POL,0.0
FRA-Ligue 1,2526,Brest,Romain Del Castillo,0.31,0.1,FRA,0.4114285714285714
FRA-Ligue 1,2526,Brest,Rémy Labeau Lascary,0.37,0.07,GLP,0.44999999999999996
FRA-Ligue 1,2526,Brest,Soumaïla Coulibaly,0.0,0.0,FRA,0.0
FRA-Ligue 1,2526,Le Havre,Abdoulaye Touré,0.24,0.0,GUI,0.24324324324324326
FRA-Ligue 1,2526,Le Havre,Arouna Sangante,0.04,0.04,SEN,0.0774526678141136
FRA-Ligue 1,2526,Le Havre,Ayumu Seko,0.0,0.0,JPN,0.0
